Name,Position,PositionDB,DOB,College,Draft Team,Draft Round,Pick Number,Draft Year
LeGarrette Blount, Running Back,RB,1986-12-05,Oregon,,,,
Legedu Naanee, Wide Receiver,WR,1983-09-16,Boise State,Chargers,5,172,2007
Leger Douzable, Defensive Tackle,DL,1986-05-31,Central Florida,,,,
Leigh Bodden, Defensive Back,DB,1981-09-24,Duquesne,,,,
Leigh Torrence, Defensive Back,DB,1982-01-04,Stanford,,,,
Lemuel Jeanpierre, Offensive Guard,OL,1987-05-19,South Carolina,,,,
LenDale White, Running Back,RB,1984-12-20,Southern California,Titans,2,45,2006
Leodis McKelvin, Defensive Back,DB,1985-09-01,Troy State,Bills,1,11,2008
Leon Hall, Defensive Back,DB,1984-12-09,Michigan,Bengals,1,18,2007
Leon McFadden, Defensive Back,DB,1990-10-26,San Diego State,Browns,3,68,2013
Leon Orr, Defensive Tackle,DL,1992-02-11,Florida,,,,
Leon Washington, Running Back,RB,1982-08-29,Florida State,Jets,4,117,2006
Leonard Davis, Offensive Tackle,OL,1978-09-05,Texas,Cardinals,1,2,2001
Leonard Hankerson, Wide Receiver,WR,1989-01-30,Miami,Redskins,3,79,2011
Leonard Johnson, Defensive Back,DB,1990-03-30,Iowa State,,,,
Leonard Little, Linebacker,LB,1974-10-19,Tennessee,Rams,3,65,
Leonard Pope, Tight End,TE,1983-09-09,Georgia,Cardinals,3,72,2006
Leonard Weaver, Running Back,RB,1982-09-23,Carson-Newman,,,,
LeQuan Lewis, Defensive Back,DB,1989-02-17,Arizona State,,,,
Lerentee McCray, Linebacker,LB,1990-08-26,Florida,,,,
LeSean McCoy, Running Back,RB,1988-07-12,Pittsburgh,Eagles,2,53,2009
Letroy Guion, Defensive Tackle,DL,1987-06-21,Florida State,Vikings,5,152,2008
Levi Jones, Offensive Tackle,OL,1979-08-24,Arizona State,Bengals,1,10,2002
Levine Toilolo, Tight End,TE,1991-07-30,Stanford,Falcons,4,133,2013
Lex Hilliard, Running Back,RB,1984-07-30,Montana,Dolphins,6,204,2008
Limas Sweed, Wide Receiver,WR,1984-12-25,Texas,Steelers,2,53,2008
Linval Joseph, Defensive Tackle,DL,1988-10-10,East Carolina,Giants,2,46,2010
Lionel Dotson, Defensive Tackle,DL,1985-02-11,Arizona,Dolphins,7,245,2008
Lito Sheppard, Defensive Back,DB,1981-04-08,Florida,Eagles,1,26,2002
Lofa Tatupu, Linebacker,LB,1982-11-15,Southern California,Seahawks,2,45,2005
Logan Mankins, Offensive Guard,OL,1982-03-10,Fresno State,Patriots,1,32,2005
Logan Paulsen, Tight End,TE,1987-02-26,UCLA,,,,
Logan Ryan, Defensive Back,DB,1991-02-09,Rutgers,Patriots,3,83,2013
Logan Thomas, Quarterback,QB,1991-07-01,Virginia Tech,Cardinals,4,120,2014
London Fletcher, Linebacker,LB,1975-05-19,John Carroll,,,,
Lonnie Ballentine, Defensive Back,DB,1993-04-23,Memphis,Texans,7,256,2014
Lonyae Miller, Running Back,RB,1988-04-29,Fresno State,,,,
Lorenzo Alexander, Linebacker,LB,1983-05-31,California,,,,
Lorenzo Booker, Running Back,RB,1984-06-14,Florida State,Dolphins,3,71,2007
Lorenzo Mauldin, Linebacker,LB,1992-10-01,Louisville,Jets,3,82,2015
Lorenzo Taliaferro, Running Back,RB,1991-12-23,Coastal Carolina,Ravens,4,138,2014
Loucheiz Purifoy, Defensive Back,DB,1992-12-16,Florida,,,,
Louis Delmas, Defensive Back,DB,1987-04-12,Western Michigan,Lions,2,33,2009
Louis Leonard, Defensive Tackle,DL,1984-07-16,Fresno State,,,,
Louis Murphy, Wide Receiver,WR,1987-05-11,Florida,Raiders,4,124,2009
Louis Rankin, Running Back,RB,1985-05-04,Washington,,,,
Louis Vasquez, Offensive Guard,OL,1987-04-11,Texas Tech,Chargers,3,78,2009
Lousaka Polite, Running Back,RB,1981-09-14,Pittsburgh,,,,
Lowell Rose, Defensive Back,DB,1990-03-11,Tulsa,,,,
Lucas Nix, Offensive Guard,OL,1989-09-28,Pittsburgh,,,,
Lucky Whitehead, Wide Receiver,WR,1992-06-02,Florida Atlantic,,,,
Luis Castillo, Defensive Tackle,DL,1983-08-04,Northwestern,Chargers,1,28,2005
Luke Bowanko, Center,OL,1991-06-13,Virginia,Jaguars,6,205,2014
Luke Joeckel, Offensive Tackle,OL,1991-11-06,Texas A&M,Jaguars,1,2,2013
Luke Kuechly, Linebacker,LB,1991-04-20,Boston College,Panthers,1,9,2012
Luke Lawton, Running Back,RB,1980-08-26,McNeese State,,,,
Luke McCown, Quarterback,QB,1981-07-12,Louisiana Tech,Browns,4,106,2004
Luke Stocker, Tight End,TE,1988-07-17,Tennessee,Buccaneers,4,104,2011
Luke Willson, Tight End,TE,1990-01-15,Rice,Seahawks,5,158,2013
Luther Robinson, Defensive End,DL,1991-02-24,Miami,,,,
Lyle Sendlein, Offensive Guard,OL,1984-03-16,Texas,,,,
Lynell Hamilton, Running Back,RB,1985-08-05,San Diego State,,,,
M.D. Jennings, Defensive Back,DB,1988-07-25,Arkansas State,,,,
Ma'ake Kemoeatu, Defensive Tackle,DL,1979-01-10,Utah,,,,
Mackenzy Bernadeau, Offensive Guard,OL,1986-01-03,Bentley,Panthers,7,250,2008
Madieu Williams, Defensive Back,DB,1981-10-18,Maryland,Bengals,2,56,2004
Madison Hedgecock, Running Back,RB,1981-08-27,North Carolina,Rams,7,251,2005
Major Wright, Defensive Back,DB,1988-07-01,Florida,Bears,3,75,2010
Malcolm Brown, Running Back,RB,1993-05-15,Texas,,,,
Malcolm Butler, Defensive Back,DB,1990-03-02,West Alabama,,,,
Malcolm Jenkins, Defensive Back,DB,1987-12-20,Ohio State,Saints,1,14,2009
Malcolm Kelly, Wide Receiver,WR,1986-12-30,Oklahoma,Redskins,2,51,2008
Malcolm Sheppard, Defensive Tackle,DL,1988-02-13,Arkansas,,,,
Malcolm Smith, Linebacker,LB,1989-07-05,Southern California,Seahawks,7,242,2011
Malcom Brown, Defensive Tackle,DL,1994-02-02,Texas,Patriots,1,32,2015
Malcom Floyd, Wide Receiver,WR,1981-09-08,Wyoming,,,,
Malik Jackson, Defensive Tackle,DL,1990-01-11,Tennessee,Broncos,5,137,2012
Malliciah Goodman, Defensive End,DL,1990-01-04,Clemson,Falcons,4,127,2013
Mana Silva, Defensive Back,DB,1988-08-17,Hawaii,,,,
Manase Tonga, Running Back,RB,1984-02-28,Brigham Young,,,,
Manny Lawson, Defensive End,DL,1984-07-03,North Carolina State,49ers,1,22,2006
Manti Te'o, Linebacker,LB,1991-01-26,Notre Dame,Chargers,2,38,2013
Manuel Johnson, Wide Receiver,WR,1986-10-14,Oklahoma,Cowboys,7,229,2009
Manuel Ramirez, Offensive Guard,OL,1983-02-13,Texas Tech,Lions,4,117,2007
Marc Bulger, Quarterback,QB,1977-04-05,West Virginia,Saints,6,168,2000
Marc Colombo, Offensive Tackle,OL,1978-10-08,Boston College,Bears,1,29,2002
Marc Mariani, Wide Receiver,WR,1987-05-02,Montana,Titans,7,222,2010
Marcedes Lewis, Tight End,TE,1984-05-19,UCLA,Jaguars,1,28,2006
Marcel Jensen, Tight End,TE,1990-02-12,Fresno State,,,,
Marcel Reece, Wide Receiver,WR,1985-06-23,Washington,,,,
Marcell Dareus, Defensive Tackle,DL,1990-03-13,Alabama,Bills,1,3,2011
Marcus Ball, Linebacker,LB,1987-07-21,Memphis,,,,
Marcus Benard, Linebacker,LB,1985-07-26,Jackson State,,,,
Marcus Buggs, Linebacker,LB,1985-09-21,Vanderbilt,,,,
Marcus Burley, Defensive Back,DB,1990-07-16,Delaware,,,,
Marcus Cannon, Offensive Guard,OL,1988-05-06,Texas Christian,Patriots,5,138,2011
Marcus Cooper, Defensive Back,DB,1990-02-01,Rutgers,49ers,7,252,2013
Marcus Cromartie, Defensive Back,DB,1990-12-03,Wisconsin,,,,
Marcus Dixon, Defensive End,DL,1984-09-16,Hampton,,,,
Marcus Dowtin, Linebacker,LB,1989-01-22,Georgia,,,,
Marcus Easley, Wide Receiver,WR,1987-11-02,Connecticut,Bills,4,107,2010
Marcus Forston, Defensive Tackle,DL,1989-09-28,Miami,,,,
Marcus Gilbert, Offensive Tackle,OL,1988-02-15,Florida,Steelers,2,63,2011
Marcus Gilchrist, Defensive Back,DB,1988-12-08,Clemson,Chargers,2,50,2011
Marcus Harrison, Defensive Tackle,DL,1984-07-10,Arkansas,Bears,3,90,2008
Marcus Hudson, Defensive Back,DB,1982-11-15,North Carolina State,49ers,6,192,2006
Marcus Mariota, Quarterback,QB,1993-10-30,Oregon,Titans,1,2,2015
Marcus Martin, Center,OL,1993-11-29,Southern California,49ers,3,70,2014
Marcus Mason, Running Back,RB,1984-06-23,Youngstown State,,,,
Marcus McNeill, Offensive Tackle,OL,1983-11-16,Auburn,Chargers,2,50,2006
Marcus Murphy, Running Back,RB,1991-10-03,Missouri,Saints,7,230,2015
Marcus Peters, Defensive Back,DB,1993-01-09,Washington,Chiefs,1,18,2015
Marcus Roberson, Defensive Back,DB,1992-10-04,Florida,,,,
Marcus Sherels, Defensive Back,DB,1987-09-30,Minnesota,,,,
Marcus Stroud, Defensive Tackle,DL,1978-06-25,Georgia,Jaguars,1,13,2001
Marcus Thigpen, Wide Receiver,WR,1986-05-15,Indiana,,,,
Marcus Trufant, Defensive Back,DB,1980-12-25,Washington State,Seahawks,1,11,2003
Mardy Gilyard, Wide Receiver,WR,1986-12-02,Cincinnati,Rams,4,99,2010
Margus Hunt, Defensive End,DL,1987-07-14,Southern Methodist,Bengals,2,53,2013
Mario Addison, Defensive Tackle,DL,1987-09-06,Troy State,,,,
Mario Alford, Wide Receiver,WR,1992-02-25,West Virginia,Bengals,7,238,2015
Mario Butler, Defensive Back,DB,1988-10-20,Georgia Tech,,,,
Mario Edwards, Defensive Back,DB,1975-12-01,Florida State,Cowboys,6,180,2000
Mario Haggan, Linebacker,LB,1980-03-03,Mississippi State,Bills,7,228,2003
Mario Harvey, Linebacker,LB,1987-08-10,Marshall,,,,
Mario Henderson, Offensive Tackle,OL,1984-10-29,Florida State,Raiders,3,91,2007
Mario Manningham, Wide Receiver,WR,1986-05-25,Michigan,Giants,3,95,2008
Mario Williams, Defensive End,DL,1985-01-31,North Carolina State,Texans,1,1,2006
Marion Grice, Running Back,RB,1992-07-19,Arizona State,Chargers,6,201,2014
Mark Anderson, Defensive End,DL,1983-05-26,Alabama,Bears,5,159,2006
Mark Barron, Defensive Back,DB,1989-10-27,Alabama,Buccaneers,1,7,2012
Mark Bradley, Wide Receiver,WR,1982-01-29,Oklahoma,Bears,2,39,2005
Mark Brunell, Quarterback,QB,1970-09-17,Washington,Packers,5,118,
Mark Herzlich, Linebacker,LB,1987-09-01,Boston College,,,,
Mark Jones, Wide Receiver,WR,1980-11-03,Tennessee,Buccaneers,7,206,2004
Mark LeVoir, Offensive Tackle,OL,1982-07-29,Notre Dame,,,,
Mark Roman, Defensive Back,DB,1977-03-26,Louisiana State,Bengals,2,34,2000
Mark Sanchez, Quarterback,QB,1986-11-11,Southern California,Jets,1,5,2009
Mark Setterstrom, Offensive Guard,OL,1984-03-03,Minnesota,Rams,7,242,2006
Mark Tauscher, Offensive Tackle,OL,1977-06-17,Wisconsin,Packers,7,224,2000
Marko Mitchell, Wide Receiver,WR,1985-03-11,Nevada,Redskins,7,243,2009
Markus Golden, Defensive End,DL,1991-03-13,Missouri,Cardinals,2,58,2015
Markus Kuhn, Defensive Tackle,DL,1986-05-06,North Carolina State,Giants,7,239,2012
Markus Wheaton, Wide Receiver,WR,1991-02-07,Oregon State,Steelers,3,79,2013
Marlin Jackson, Defensive Back,DB,1983-06-30,Michigan,Colts,1,29,2005
Marlon Moore, Wide Receiver,WR,1987-09-03,Fresno State,,,,
Marqise Lee, Wide Receiver,WR,1991-11-25,Southern California,Jaguars,2,39,2014
Marquand Manuel, Defensive Back,DB,1979-07-11,Florida,Bengals,6,181,2002
MarQueis Gray, Running Back,RB,1989-11-07,Minnesota,,,,
Marques Colston, Wide Receiver,WR,1983-06-05,Hofstra,Saints,7,252,2006
Marques Douglas, Defensive End,DL,1977-03-05,Howard,,,,
Marques Harris, Linebacker,LB,1981-09-20,Southern Utah,,,,
Marques Murrell, Defensive End,DL,1985-03-20,Appalachian State,,,,
Marquess Wilson, Wide Receiver,WR,1992-09-14,Washington State,Bears,7,236,2013
Marqueston Huff, Defensive Back,DB,1992-04-06,Wyoming,Titans,4,122,2014
Marquette King, Punter,P,1988-10-26,Fort Valley State,,,,
Marquice Cole, Defensive Back,DB,1983-11-13,Northwestern,,,,
Marquis Flowers, Linebacker,LB,1992-02-16,Arizona,Bengals,6,212,2014
Marquis Johnson, Defensive Back,DB,1988-05-18,Alabama,Rams,7,211,2010
Marquise Goodwin, Wide Receiver,WR,1990-11-19,Texas,Bills,3,78,2013
Marshal Yanda, Offensive Guard,OL,1984-09-15,Iowa,Ravens,3,86,2007
Marshall McFadden, Linebacker,LB,1986-08-04,South Carolina State,,,,
Marshall Newhouse, Offensive Tackle,OL,1988-09-29,Texas Christian,Packers,5,169,2010
Marshawn Lynch, Running Back,RB,1986-04-22,California,Bills,1,12,2007
Marshay Green, Defensive Back,DB,1986-01-14,Mississippi,,,,
Martavis Bryant, Wide Receiver,WR,1991-12-20,Clemson,Steelers,4,118,2014
Martellus Bennett, Tight End,TE,1987-03-10,Texas A&M,Cowboys,2,61,2008
Martez Wilson, Linebacker,LB,1988-09-21,Illinois,Saints,3,72,2011
Martin Rucker, Tight End,TE,1985-05-04,Missouri,Browns,4,111,2008
Martin Tevaseu, Defensive Tackle,DL,1987-10-07,Nevada-Las Vegas,,,,
Marty Booker, Wide Receiver,WR,1976-07-31,Northeast Louisiana,Bears,3,78,
Marvin Austin, Defensive Tackle,DL,1989-01-01,North Carolina,Giants,2,52,2011
Marvin McNutt, Wide Receiver,WR,1989-04-07,Iowa,Eagles,6,194,2012
Marvin Mitchell, Linebacker,LB,1984-10-21,Tennessee,Saints,7,220,2007
Marvin White, Defensive Back,DB,1983-12-05,Texas Christian,Bengals,4,114,2007
Mason Brodine, Defensive Tackle,DL,1988-02-18,Nebraska-Kearney,,,,
Mason Crosby, Kicker,K,1984-09-03,Colorado,Packers,6,193,2007
Mason Foster, Linebacker,LB,1989-03-01,Washington,Buccaneers,3,84,2011
Mat McBriar, Punter,P,1979-07-08,Hawaii,,,,
Mathias Kiwanuka, Defensive End,DL,1983-03-08,Boston College,Giants,1,32,2006
Matt Asiata, Running Back,RB,1987-07-24,Utah,,,,
Matt Barkley, Quarterback,QB,1990-09-08,Southern California,Eagles,4,98,2013
Matt Birk, Center,OL,1976-07-23,Harvard,Vikings,6,173,
Matt Bryant, Kicker,K,1975-05-29,Baylor,,,,
Matt Cassel, Quarterback,QB,1982-05-17,Southern California,Patriots,7,230,2005
Matt Conrath, Defensive Tackle,DL,1989-08-11,Virginia,,,,
Matt Daniels, Defensive Back,DB,1989-09-27,Duke,,,,
Matt Darr, Punter,P,1992-07-02,Tennessee,,,,
Matt Dodge, Punter,P,1987-05-30,East Carolina,Giants,7,221,2010
Matt Elam, Defensive Back,DB,1991-09-21,Florida,Ravens,1,32,2013
Matt Flynn, Quarterback,QB,1985-06-20,Louisiana State,Packers,7,209,2008
Matt Forte, Running Back,RB,1985-12-10,Tulane,Bears,2,44,2008
Matt Giordano, Defensive Back,DB,1982-10-16,California,Colts,4,135,2005
Matt Gutierrez, Quarterback,QB,1984-06-09,Idaho State,,,,
Matt Hasselbeck, Quarterback,QB,1975-09-25,Boston College,Packers,6,187,
Matt Hazel, Wide Receiver,WR,1992-01-23,Coastal Carolina,Dolphins,6,190,2014
Matt Kalil, Offensive Tackle,OL,1989-07-06,Southern California,Vikings,1,4,2012
Matt Kroul, Defensive Line,DL,1986-02-25,Iowa,,,,
Matt LaCosse, Tight End,TE,1992-09-21,Illinois,,,,
Matthew Lawrence, Running Back,RB,1985-05-05,Massachusetts,,,,
Matt Leinart, Quarterback,QB,1983-05-11,Southern California,Cardinals,1,10,2006
Matt Light, Offensive Tackle,OL,1978-06-23,Purdue,Patriots,2,48,2001
Matt Longacre, Defensive Line,DL,1991-09-21,Northwest Missouri State,,,,
Matt McCants, Offensive Tackle,OL,1989-08-18,Alabama-Birmingham,Giants,6,201,2012
Matt McCoy, Linebacker,LB,1982-10-14,San Diego State,Eagles,2,63,2005
Matt McGloin, Quarterback,QB,1989-12-02,Penn State,,,,
Matt Moore, Quarterback,QB,1984-08-09,Oregon State,,,,
Matt Overton, Long Snapper,OL,1985-07-06,Western Washington,,,,
Matt Prater, Kicker,K,1984-08-10,Central Florida,,,,
Matt Roth, Defensive End,DL,1982-10-14,Iowa,Dolphins,2,46,2005
Matt Ryan, Quarterback,QB,1985-05-17,Boston College,Falcons,1,3,2008
Matt Schaub, Quarterback,QB,1981-06-25,Virginia,Falcons,3,90,2004
Matt Shaughnessy, Defensive End,DL,1986-09-23,Wisconsin,Raiders,3,71,2009
Matt Simms, Quarterback,QB,1988-09-27,Tennessee,,,,
Matt Slater, Wide Receiver,WR,1985-09-09,UCLA,Patriots,5,153,2008
Matthew Slauson, Offensive Guard,OL,1986-02-18,Nebraska,Jets,6,193,2009
Matt Spaeth, Tight End,TE,1983-11-24,Minnesota,Steelers,3,77,2007
Matt Stover, Kicker,K,1968-01-27,Louisiana Tech,Giants,12,329,
Matt Tennant, Center,OL,1987-03-19,Boston College,Saints,5,158,2010
Matt Toeaina, Defensive Tackle,DL,1982-10-09,Oregon,Bengals,6,187,2007
Matt Turk, Punter,P,1968-06-16,Wisconsin-Whitewater,,,,
Matt Ware, Defensive Back,DB,1982-12-02,UCLA,Eagles,3,89,2004
Matt Wilhelm, Linebacker,LB,1981-02-02,Ohio State,Chargers,4,112,2003
Matt Willis, Wide Receiver,WR,1984-04-13,UCLA,,,,
Matthew Mulligan, Tight End,TE,1985-01-18,Maine,,,,
Matthew Stafford, Quarterback,QB,1988-02-07,Georgia,Lions,1,1,2009
Maurice Alexander, Defensive Back,DB,1991-02-16,Utah State,Rams,4,110,2014
Maurice Hurt, Offensive Guard,OL,1987-09-08,Florida,Redskins,7,217,2011
Maurice Jones-Drew, Running Back,RB,1985-03-23,UCLA,Jaguars,2,60,2006
Maurice Leggett, Defensive Back,DB,1986-10-02,Valdosta State,,,,
Maurice Morris, Running Back,RB,1979-12-01,Oregon,Seahawks,2,54,2002
Maurice Purify, Wide Receiver,WR,1986-01-17,Nebraska,,,,
Maurice Simpkins, Linebacker,LB,1983-04-29,Coastal Carolina,,,,
Maurice Stovall, Wide Receiver,WR,1985-02-21,Notre Dame,Buccaneers,3,90,2006
Maurkice Pouncey, Center,OL,1989-07-24,Florida,Steelers,1,18,2010
Max Bullough, Linebacker,LB,1992-02-11,Michigan State,,,,
Max Garcia, Center,OL,1991-11-09,Florida,Broncos,4,133,2015
Max Hall, Quarterback,QB,1985-10-20,Brigham Young,,,,
Max Jean-Gilles, Offensive Guard,OL,1983-11-19,Georgia,Eagles,4,99,2006
Max Komar, Wide Receiver,WR,1987-11-30,Idaho,,,,
Max Starks, Offensive Tackle,OL,1982-01-10,Florida,Steelers,3,75,2004
Max Unger, Center,OL,1986-04-14,Oregon,Seahawks,2,49,2009
Maxx Williams, Tight End,TE,1994-04-12,Minnesota,Ravens,2,55,2015
Melvin Bullitt, Defensive Back,DB,1984-11-13,Texas A&M,,,,
Melvin Gordon, Running Back,RB,1993-04-13,Wisconsin,Chargers,1,15,2015
Melvin Ingram, Defensive End,DL,1989-04-26,South Carolina,Chargers,1,18,2012
Melvin White, Defensive Back,DB,1990-06-26,Louisiana-Lafayette,,,,
Menelik Watson, Offensive Tackle,OL,1988-12-22,Florida State,Raiders,2,42,2013
Mewelde Moore, Running Back,RB,1982-07-24,Tulane,Vikings,4,119,2004
Micah Hyde, Defensive Back,DB,1990-12-31,Iowa,Packers,5,159,2013
Micah Johnson, Linebacker,LB,1988-06-22,Kentucky,,,,
Micah Pellerin, Defensive Back,DB,1988-11-23,Hampton,,,,
Michael Boley, Linebacker,LB,1982-08-24,Southern Mississippi,Falcons,5,160,2005
Michael Bowie, Offensive Tackle,OL,1991-09-25,Northeastern Oklahoma,Seahawks,7,242,2013
Michael Brockers, Defensive Tackle,DL,1990-12-21,Louisiana State,Rams,1,14,2012
Michael Buchanan, Defensive End,DL,1991-01-24,Illinois,Patriots,7,226,2013
Michael Burton, Running Back,RB,1992-02-01,Rutgers,Lions,5,168,2015
Michael Bush, Running Back,RB,1984-06-16,Louisville,Raiders,4,100,2007
Michael Campanaro, Wide Receiver,WR,1991-01-25,Wake Forest,Ravens,7,218,2014
Michael Campbell, Wide Receiver,WR,1989-08-12,Temple,,,,
Michael Clayton, Wide Receiver,WR,1982-10-13,Louisiana State,Buccaneers,1,15,2004
Michael Coe, Defensive Back,DB,1983-12-17,Alabama State,Colts,5,173,2007
Michael Cox, Running Back,RB,1989-11-14,Massachusetts,Giants,7,253,2013
Michael Crabtree, Wide Receiver,WR,1987-09-14,Texas Tech,49ers,1,10,2009
Michael Egnew, Tight End,TE,1989-11-01,Missouri,Dolphins,3,78,2012
Michael Floyd, Wide Receiver,WR,1989-11-27,Notre Dame,Cardinals,1,13,2012
Michael Ford, Running Back,RB,1990-05-27,Louisiana State,,,,
Michael Gaines, Tight End,TE,1980-03-30,Central Florida,Panthers,7,232,2004
Michael Griffin, Defensive Back,DB,1985-01-04,Texas,Titans,1,19,2007
Michael Hamlin, Defensive Back,DB,1985-11-21,Clemson,Cowboys,5,166,2009
Michael Higgins, Tight End,TE,1987-12-07,Nebraska-Omaha,,,,
Michael Hill, Running Back,RB,1989-08-14,Missouri Western State,,,,
Michael Hoomanawanui, Tight End,TE,1988-07-04,Illinois,Rams,5,132,2010
Michael Huff, Defensive Back,DB,1983-03-06,Texas,Raiders,1,7,2006
Michael Jenkins, Wide Receiver,WR,1982-06-18,Ohio State,Falcons,1,29,2004
Michael Koenen, Punter,P,1982-07-13,Western Washington,,,,
Michael Matthews, Tight End,TE,1983-10-09,Georgia Tech,,,,
Michael Mauti, Linebacker,LB,1990-01-19,Penn State,Vikings,7,213,2013
Michael Oher, Offensive Tackle,OL,1986-04-28,Mississippi,Ravens,1,23,2009
Michael Ola, Offensive Line,OL,1988-04-19,Hampton,,,,
Michael Palmer, Tight End,TE,1988-01-18,Clemson,,,,
Michael Preston, Wide Receiver,WR,1989-06-01,Heidelberg,,,,
Michael Roos, Offensive Tackle,OL,1982-10-05,Eastern Washington,Titans,2,41,2005
Michael Schofield, Offensive Tackle,OL,1990-11-15,Michigan,Broncos,3,95,2014
Michael Turner, Running Back,RB,1982-02-13,Northern Illinois,Chargers,5,154,2004
Michael Vick, Quarterback,QB,1980-06-26,Virginia Tech,Falcons,1,1,2001
Michael Wilhoite, Linebacker,LB,1986-12-07,Washburn,,,,
Micheal Spurlock, Wide Receiver,WR,1983-01-31,Mississippi,,,,
Mike Brisiel, Offensive Guard,OL,1983-03-14,Colorado State,,,,
Mike Catapano, Defensive End,DL,1990-08-17,Princeton,Chiefs,7,207,2013
Mike Caussin, Tight End,TE,1987-02-26,James Madison,,,,
Mike Cox, Running Back,RB,1985-07-11,Georgia Tech,,,,
Mike Daniels, Defensive Tackle,DL,1989-05-05,Iowa,Packers,4,132,2012
Mike DeVito, Defensive End,DL,1984-06-10,Maine,,,,
Mike Furrey, Wide Receiver,WR,1977-05-12,Northern Iowa,,,,
Mike Gandy, Offensive Guard,OL,1979-01-03,Notre Dame,Bears,3,68,2001
Mike Gillislee, Running Back,RB,1990-11-01,Florida,Dolphins,5,164,2013
Mike Glennon, Quarterback,QB,1989-12-12,North Carolina State,Buccaneers,3,73,2013
Mike Goff, Offensive Guard,OL,1976-01-06,Iowa,Bengals,3,78,
Mike Goodson, Running Back,RB,1987-05-23,Texas A&M,Panthers,4,111,2009
Mike Hart, Running Back,RB,1986-04-09,Michigan,Colts,6,202,2008
Mike Iupati, Offensive Guard,OL,1987-05-12,Idaho,49ers,1,17,2010
Mike James, Running Back,RB,1991-04-13,Miami,Buccaneers,6,189,2013
Mike Kafka, Quarterback,QB,1987-07-25,Northwestern,Eagles,4,122,2010
Mike Karney, Running Back,RB,1981-07-06,Arizona State,Saints,5,156,2004
Mike Leach, Tight End,TE,1976-10-18,William & Mary,,,,
Mike McKenzie, Defensive Back,DB,1976-04-26,Memphis,Packers,3,87,
Mike McNeill, Tight End,TE,1988-03-07,Nebraska,,,,
Mike Mohamed, Linebacker,LB,1988-03-11,California,Broncos,6,189,2011
Mike Neal, Defensive Tackle,DL,1987-06-26,Purdue,Packers,2,56,2010
Mike Newton, Defensive Back,DB,1987-11-11,Buffalo,,,,
Mike Nugent, Kicker,K,1982-03-02,Ohio State,Jets,2,47,2005
Mike Patterson, Defensive Tackle,DL,1983-09-01,Southern California,Eagles,1,31,2005
Mike Pennel, Defensive Tackle,DL,1991-05-09,Colorado State-Pueblo,,,,
Mike Person, Offensive Tackle,OL,1988-06-17,Montana State,49ers,7,239,2011
Mike Peterson, Linebacker,LB,1976-06-17,Florida,Colts,2,36,
Mike Pollak, Center,OL,1985-02-16,Arizona State,Colts,2,59,2008
Mike Pouncey, Center,OL,1989-07-24,Florida,Dolphins,1,15,2011
Mike Purcell, Defensive Tackle,DL,1991-04-20,Wyoming,,,,
Mike Remmers, Offensive Tackle,OL,1989-04-11,Oregon State,,,,
Mike Rivera, Linebacker,LB,1986-01-10,Kansas,,,,
Mike Scifres, Punter,P,1980-10-08,Western Illinois,Chargers,5,149,2003
Mike Sellers, Running Back,RB,1975-07-21,Walla Walla CC (WA),,,,
Mike Sims-Walker, Wide Receiver,WR,1984-11-11,Central Florida,Jaguars,3,79,2007
Mike Tolbert, Running Back,RB,1985-11-23,Coastal Carolina,,,,
Mike Vrabel, Linebacker,LB,1975-08-14,Ohio State,Steelers,3,91,
Mike Windt, Center,OL,1986-05-29,Cincinnati,,,,
Mike Wright, Defensive Tackle,DL,1982-03-01,Cincinnati,,,,
Mikel Leshoure, Running Back,RB,1990-03-30,Illinois,Lions,2,57,2011
